date,title,energy
2025/1/02,[情報] 0050收益分配公告 配息2.7元,42
2025/1/02,[新聞] 高盛2025美國經濟大預測：利率和通膨降更,27
2025/1/02,[請益] 上半年的大趨勢是?,97
2025/1/02,[情報] 5508 永信建113年12月營收,10
2025/1/02,[新聞] 費半00830配息3.96，配息率逾8%,29
2025/1/02,[情報] 00931B 1月配息0.14元,9
2025/1/02,[新聞] 退撫基金113年前11月獲利1508億 收益率16,4
2025/1/02,[新聞] 藍營《老福法》修法！敬老票「陪搭車」,99
2025/1/02,Re: [新聞] 2024最悲情！　台塑四寶今年股價重摔逾55,59
2025/1/02,[情報] 0102 上市外資買賣超排行,50
2025/1/02,[新聞] 特斯拉賽博皮卡「川普酒店門口外」爆炸釀,68
2025/1/02,[閒聊] 2025/01/02 盤中閒聊,83
2025/1/02,[新聞] 未來美東罷工 東西港口可能一起塞,20
2025/1/02,[心得] 2023+2024年報,2
2025/1/02,[標的] 3227-原相 股版首發,34
2025/1/02,[新聞] 未上演新年行情 中國A股3大指數齊跌,28
2025/1/02,Re: [情報] 美國芝加哥採購經理人指數(PMI),2
2025/1/02,[情報] 00934 中信成長高股息 收益分配評價,7
2025/1/02,[心得] 大學生實踐生命週期投資法,61
2025/1/02,[情報] 114/01/02 櫃買法人及個股買賣超,5
2025/1/02,[新聞] iPhone 16 台灣銷量比去年 iPhone 15,47
2025/1/02,[新聞] 航空客貨運火熱 本季超給「利」,10
2025/1/02,[新聞] 中鋼工會憂承擔台智電風險 經部允諾：未,55
2025/1/02,[情報] 0102 上市櫃股票週轉率排行,0
2025/1/02,[情報] 00937B 1月配息金額0.082元,41
2025/1/02,[情報] 00950b一月配息0.08,3
2025/1/02,[標的] 2025創惟-首發不專業多,21
2025/1/02,Re: [標的] 3030 德律,16
2025/1/02,[請益]過年吹牛大賽 用這兩個標的物應戰夠嗎？,21
2025/1/02,[情報] 2211 長榮鋼 11月自結0.38,11
2025/1/02,[新聞] 史上最大泡沫快破裂！專家示警：黃金是唯,25
2025/1/02,[情報] 美國上週初請失業金人數低於預期,32
2025/1/02,[情報] 3450聯鈞 11月自結 0.63,18
2025/1/02,Re: [新聞] 力拚ASML！佳能開賣晶片製造新設備,9
2025/1/02,[新聞] 台塑、台聚、國喬不看淡,76
2025/1/02,[情報] 0102 上市櫃外資投信買超金額排行,1
2025/1/02,[新聞] 馬斯克罕見為台灣科技人才按讚！ 背後原,34
2025/1/02,[新聞] 航運ETF首開獎！00960每股配0.18元 年,23
2025/1/02,[情報] 3004 豐達科 113年12月營收,4
2025/1/02,[情報] 美國12月製造業PMI,23
2025/1/02,Re: [標的] 高股息選0056最簡單？,31
2025/1/02,[情報] 114年01月02日 三大法人買賣金額統計表,100
2025/1/02,[情報] 00929配息公告 0.05元,94
2025/1/02,[新聞] 韓國2024年晶片出口飆升43.9% 打破歷史,12
2025/1/02,Re: [新聞] 當沖客哭哭！2024年慘賠246億元 平均1戶2,45
2025/1/02,Re: [新聞] 傳台積電面臨良率問題 蘋果採用2奈米晶片,8
2025/1/02,[新聞] 特斯拉Q4交付量為495570輛 低於預期,45
2025/1/02,[新聞] 當沖客哭哭！2024年慘賠246億元 平均1戶2,64
2025/1/02,[情報] 00858 114/01/22預計除息1.9元,5
2025/1/02,Re: [請益] 美股指數投資為什麼比較少推00646 00662,6
2025/1/02,[新聞]〈廣達旺年會〉楊麒令：GB200需求未見減少,4
2025/1/02,"[新聞] 貨櫃海運元旦漲定了！美西線最高漲1,600",19
2025/1/02,[新聞] 綠電不夠用？ 台積永續報告露端倪,58
2025/1/02,[新聞] 告別磁條！高鐵QR Code車票上路 年省10萬度電,23
2025/1/02,[情報] 5011 久陽 重大訊息說明記者會之新聞稿,7
2025/1/02,[情報] 114年01月02日信用交易統計,21
2025/1/02,[情報] 0102 上市投信買賣超排行,34
2025/1/02,[心得]遲來的2024總結之有沒有人可以取暖,36
2025/1/02,[情報] 1316 上曜 現金增資 補充每股認購價格,12
2025/1/02,[情報] 114/01/02 八大公股銀行買賣超排行,1
2025/1/02,Re: [新聞] 特斯拉Q4交付量為495570輛 低於預期,2
2025/1/02,Re: [心得] 2024年報,34
2025/1/02,[心得] 40歲月光族大叔 2024投資年報 (美股),47
2025/1/02,[心得] 2024年存股年報（滿6年）,17
2025/1/03,[情報] 0103 上市投信買賣超排行,15
2025/1/03,Re: [新聞] 蘋果中國官網突然宣布降價 最多降人民幣8,0
2025/1/03,[情報] 2348海悅 113年12月營收,20
2025/1/03,[新聞] 《大陸股市》陸股殺很大 滬指失守3300點,49
2025/1/03,[新聞] 輝達Issac機器人平台指標廠商 所羅門參展,5
2025/1/03,Re: [標的] 有沒有外骨骼概念股阿,5
2025/1/03,[新聞] 廣達：今年訂單「全壘打」 董座林百里強,34
2025/1/03,[標的] 有沒有外骨骼概念股阿,23
2025/1/03,Re: [情報] 中信投等債00948B，預估收益分配0.042,15
2025/1/03,Re: [請益] 富果帳號與玉山證券停止合作,22
2025/1/03,[情報] 01/02 WCI 上漲 2.7%,6
2025/1/03,[情報] 00741B 2025收益公告配息月配 0.217元,0
2025/1/03,[情報] SCFI 0103 指數 2505.17 (+44.83),14
2025/1/03,[新聞] 蘋果中國官網突然宣布降價 最多降人民幣8,60
2025/1/03,"Re: [心得] 2024年報(太早降槓桿,重新存股TQQQ)",0
2025/1/03,[新聞] 炎洲處分台積電、廣達股票 增添獲利補丸,11
2025/1/03,Re: [情報] 2211 長榮鋼 11月自結0.38,17
2025/1/03,Re: [請益] 中鋼為啥外資連續20天倒貨？,71
2025/1/03,[新聞] 台積轉戰三星研發大將 離職了,31
2025/1/03,[閒聊] 2025/01/03 盤後閒聊,56
2025/1/03,[新聞] 元富證券攜手富果 API 搶攻30萬富果會員,13
2025/1/03,[情報] 京城銀113年12月自結 全年EPS:4.52,13
2025/1/03,[標的] 台指期（空）,64
2025/1/03,[新聞] 經部主導設台灣智慧電能公司 「綠電好市多,58
2025/1/03,[閒聊] 2025/01/03 盤中閒聊,68
2025/1/03,[新聞] 瑞典支持核能 鈾礦開採禁令2026年終止,99
2025/1/03,[情報] 3023 信邦 113年12月營收,5
2025/1/03,[標的] 6425.今年易發,7
2025/1/03,[情報] 2002 中鋼 澄清媒體報導,82
2025/1/03,[情報] 114/01/03 櫃買法人及個股買賣超,9
2025/1/03,[標的] 8104 錸寶 BBU有人套住嗎,16
2025/1/03,[新聞] 台塑四寶新人加薪6千起跳！老鳥氣炸「跟,99
2025/1/03,[情報] 114年01月03日 三大法人買賣金額統計表,34
2025/1/03,[新聞] 美擬限制或禁止陸無人機在美國境內使用,28
2025/1/03,[請益] 中鋼為啥外資連續20天倒貨？,99
2025/1/03,Re: [新聞] 特斯拉Q4交付量為495570輛 低於預期,43
2025/1/03,[新聞] 川普2.0來勢洶洶 美房貸利率再度叩關7%大,34
2025/1/03,[新聞] 環狀線受損 新北市府指中華工程疏失求償1,29
2025/1/03,[標的] 0056今年配息噴發?!,28
2025/1/03,[公告] 本保羅2025年第一波水桶的01/03水桶公告,5
2025/1/03,[標的] AMDL.US 抄底多,54
2025/1/03,[情報] 114年01月03日信用交易統計,22
2025/1/03,Re: [標的] 台積電 鴻海 2330 2317 川登基空,0
2025/1/03,[情報] 0103 上市外資買賣超排行,52
2025/1/03,[情報] 2323 中環 處分華碩 (利益),7
2025/1/03,[創作]  雪侯鳥,0
2025/1/03,[標的] 1215卜蜂,3
2025/1/03,Re: [標的] 5314.TW 世紀 年末刮刮樂多,7
2025/1/03,[新聞] 「股神」巴菲特證明寶刀未老！波克夏去年,55
2025/1/03,[情報] 0103 上市櫃股票週轉率排行,2
2025/1/03,[新聞] 中鋼重訊澄清投資台智電符合布局綠電策略,25
2025/1/03,[新聞] 中信鎖定AI科技革命 2檔ETF、1檔基金將開,6
2025/1/03,[情報] 2486 一詮 處分華星光普通股,10
2025/1/03,[新聞] 長天期公債 吸金力十足,35
2025/1/03,[新聞] 大南方新矽谷高雄為核心 國發會年注1500億,35
2025/1/03,[標的] 009800 和 009801,24
2025/1/03,[新聞] 華郵：拜登決定阻止日鐵收購美鋼,19
2025/1/03,[情報] 114/01/03 八大公股銀行買賣超排行,0
2025/1/03,Re: [新聞] 長天期公債 吸金力十足,18
2025/1/03,[情報] 4749 新應材 初次上櫃前現金增資發行新,3
2025/1/03,[情報] 0103 上市櫃外資投信買超金額排行,3
2025/1/03,[請益] 中小型股(上櫃)弱勢原因,37
2025/1/03,[新聞] 中國經濟面臨3大過度問題 WSJ：GDP超越美,31
2025/1/03,Re: [標的] 8104 錸寶 BBQ變BBQ空,0
2025/1/03,[情報] 4743 合一 113年12月營收,23
2025/1/03,[新聞] 卡位市值型 ETF 春節後高勝率行情,18
2025/1/03,[新聞] Investors Sue ASML for Allegedly Misle,7
2025/1/03,[新聞] Siri偷聽對話挨告 蘋果同意付30.9億元和,49
2025/1/03,[情報] 台塑遭受駭客DDos攻擊,57
2025/1/03,[情報] 00947公告第二次配息0元,50
2025/1/04,Re: [標的] Nvidia 在2025年可以翻倍嗎,17
2025/1/04,Re: [請益] 中小型股(上櫃)弱勢原因,7
2025/1/04,Re: [新聞] 晶圓代工產業怪象！大廠恐做越多賠越多,98
2025/1/04,Re: [標的] 國泰數位支付服務00909,3
2025/1/04,Re: [標的] 台積電 鴻海 2330 2317 川登基空,8
2025/1/04,Re: [新聞] 長天期公債 吸金力十足,22
2025/1/04,[新聞]Factset:台化(1326) 最新調查報告,11
2025/1/04,[新聞] 藥華藥今公布血小板新藥解盲達標　股價20,32
2025/1/04,[新聞] 第一家掛牌上市長照業！青松健康毛利率邁,20
2025/1/04,[情報] 6446 藥華藥 114/1/4召開重大訊息說明記,11
2025/1/04,[新聞] 微軟加碼AI投資 今年擬斥資800億美元建렭,10
2025/1/04,[標的] 2618長榮航空空空空空空,41
2025/1/04,[心得] 晚了幾天的2024年報,25
2025/1/04,[情報] 3558 神準 113年12月營收,7
2025/1/04,[新聞] 又是投資詐騙！7旬婦買未上市股票遭騙240,54
2025/1/04,[情報] 00905 FT臺灣Smart 1月配息公告不分配,20
2025/1/04,Re: [標的] 2618長榮航空空空空空空,8
2025/1/04,[心得] 對未來年報擔憂的2024年年報 (交易第四年,4
2025/1/04,[新聞] 今年上市櫃股東會都要修章程 新增「強制,13
2025/1/04,[請益] 今年觀光股有哪些利多可以期待呢,27
2025/1/04,[新聞] Apple CEO以個人名義向川普就職委員會捐,77
2025/1/04,[新聞] 超微 將進駐台南沙崙AI基地,43
2025/1/04,[情報] 2515 中工 說明中時新聞網報導,23
2025/1/04,[請益] 請問食品股最近大跌的原因是,67
2025/1/04,[新聞] 去年債市潰敗！外媒：2025年美債小心1風,7
2025/1/04,[請益] 長債etf可以鎖住殖利率或配息金額嗎？,50
2025/1/04,[標的] 記者數學不及格，光聖稅前淨利暴增說成衰,9
2025/1/04,[新聞] 台智電何時可損益兩平？參股6民營企業曝,27
2025/1/05,[情報] 2354 鴻準 12月營收,27
2025/1/05,Re: [標的] Nvidia 在2025年可以翻倍嗎,3
2025/1/05,[請益] 歐洲為何都不會爆？,99
2025/1/05,Fw: [申請] 請辭stock板板主,83
2025/1/05,Re: [新聞] 晶圓代工產業怪象！大廠恐做越多賠越多,0
2025/1/05,Re: [請益] 長債etf可以鎖住殖利率或配息金額嗎？,7
2025/1/05,Re: [標的] 2618長榮航空空空空空空,11
2025/1/05,[新聞] 陸政策助攻 台鏈受惠大,3
2025/1/05,Re: [請益] googlefinance()函數請益,5
2025/1/05,[新聞] 台積電擴大投資 屏科園區擬設供應鏈專區,3
2025/1/05,[標的] 2024年高股息ETF含息報酬率,48
2025/1/05,[標的] 2002 中鋼 請益,56
2025/1/05,[新聞] 春節前佛山3千工廠倒閉? 中國房價、房租,30
2025/1/05,[情報] 6213聯茂 12月營收,6
2025/1/05,[新聞] 《國際經濟》台灣稱霸亞太 12月各國PMI幾,4
2025/1/05,[新聞] 張忠謀點名日本半導體成功機會大　預言台,99
2025/1/05,[新聞] 陸再傳神祕病毒疫情 醫院擠爆 火葬場、殯,75
2025/1/05,Re: [請益] 死抱基本面長期一定獲勝嗎,34
2025/1/05,Re: [請益] 歐洲為何都不會爆？,22
2025/1/05,[請益] 2025 高股息處境可能更艱難？,37
2025/1/05,[新聞] 2024年進口逾百萬輛 俄羅斯出招反制中國,15
2025/1/05,[新聞] CES大展即將揭幕 2025或成機器人量產元年,22
2025/1/05,[新聞] 機車買氣涼 2024衰退13.55％,99
2025/1/05,Re: [請益] 長債etf可以鎖住殖利率或配息金額嗎,10
2025/1/05,[情報] 2317鴻海12月營收,99
2025/1/05,[新聞] 小米集團股價創歷史新高,96
2025/1/05,[新聞] 三大業務帶動 鴻海去年全年營收創歷史新,42
2025/1/05,[新聞] 臻鼎旗下先豐通訊廠區大火 桃園警消灌救,23
2025/1/05,[情報] 4958 臻鼎-KY 代子公司公告火災事件說明,18
2025/1/05,[新聞] 春節國旅訂房率慘跌剩4成!他比較「3關鍵,81
2025/1/05,[新聞] 投資績效不佳 京城銀2024年獲利50.24億、,6
2025/1/05,[新聞] 藍源將首次發射軌道運載火箭 商業太空競,8
2025/1/05,[新聞] 突圍中國過剩產能 台塑四寶拚轉型,86
2025/1/05,[新聞] 藥華藥營收／12月11.7億 月增15.5%、年,9
2025/1/05,Fw: [心得] 最聰明的人在2023/9/3就知道臺灣房價腰斬,3
2025/1/05,"[請益] 投資的世界,努力研究真的沒用嗎?",99
2025/1/05,[新聞] 江蕙再創紀錄！開唱登記抽選人數破260萬,42
2025/1/05,"Re: [請益] 投資的世界,努力研究真的沒用嗎?",10
2025/1/05,[新聞] 勞動基金收益首破兆 新制勞退分紅創高,26
2025/1/05,[新聞] 工程師偷台達電萬顆晶片官司未了 又翻牆,17
2025/1/05,[新聞] 驚！電商平台買得到中國低價DRAM 記憶體產業山雨欲來,83
2025/1/05,Re: [新聞] 陸再傳神祕病毒疫情 醫院擠爆 火葬場、殯,10
2025/1/06,[標的] 00757 & 006208,11
2025/1/06,[情報] 2838 聯邦銀 12月自結 0.07 全年 1.18,11
2025/1/06,[情報] 2498 宏達電 12月營收,36
2025/1/06,[新聞] 美東碼頭勞資將談判 貨櫃三雄後市添變數,6
2025/1/06,[新聞] 巴菲特2025年4檔飆股名單曝光！華爾街喊,17
2025/1/06,[新聞] 大同計劃組國家隊 搶進以色列重建商機,9
2025/1/06,[標的] 拿到300萬，要買正二還是買2330啊？,99
2025/1/06,[新聞] 「不敗教主」見優秀女孩喊「我年輕30歲一,43
2025/1/06,[新聞] 營運擺尾 明泰集團上月營收回神,2
2025/1/06,[請益] 高股息賣出轉進0050、正2會變趨勢嗎？,36
2025/1/06,[情報] 1731 美吾華 12月營收,5
2025/1/06,[心得] 我all in了船票，我咕嚕,73
2025/1/06,[新聞] 大摩：台灣金融股獲利強 平均現金股利殖利,7
2025/1/06,[情報]  9938 百和12月營收,1
2025/1/06,Re: [標的] 2002 中鋼 請益,21
2025/1/06,[情報] 3042 晶技 113年12月營收,6
2025/1/06,[情報] 台股史上前十大漲點紀錄(今日第四),44
2025/1/06,[標的] 2354鴻準 我們的人抄底多-尬廣跟上,0
2025/1/06,"Re: [請益] 投資的世界,努力研究真的沒用嗎?",0
2025/1/06,[標的]6163華電網 低價黑馬股 多,15
2025/1/06,[情報] 114年01月06日信用交易統計,11
2025/1/06,[情報] 114/01/06 櫃買法人及個股買賣超,4
2025/1/06,[情報] 3443 創意 12月營收,10
2025/1/06,Re: [請益] googlefinance()函數請益,1
2025/1/06,[情報] 6188 廣明 12月營收,2
2025/1/06,[新聞] GB200量產來了！鴻海、廣達、和碩嗨起來,31
2025/1/06,[情報] 114年01月06日 三大法人買賣金額統計表,69
2025/1/06,[閒聊] 2025/01/06 盤後閒聊,51
2025/1/06,[情報] 2383 台光電 12月營收,24
2025/1/06,[標的] 2618長榮航排隊多,17
2025/1/06,[新聞] 迷客夏砸億元併購雙月！菲律賓跨國餐飲,27
2025/1/06,[情報] 4958 臻鼎 12月營收,13
2025/1/06,[新聞] 特朗普：有關對關鍵進口商品加征普遍關稅的報道有誤,15
2025/1/06,[新聞] 早餐雙雄肉搏！Q Burger 登錄興櫃首日股,39
2025/1/06,[新聞] 有興趣？一殯拆後600坪空地　里長：黃仁,93
2025/1/06,[心得]2025: 誰賣gg誰小狗,19
2025/1/06,[新聞] 《電機股》大同將參與以色列重建工程 重,14
2025/1/06,[閒聊] 2025/01/06 盤中閒聊,99
2025/1/06,[新聞] 川普2.0時代即將開始 和碩董事長童子賢：,17
2025/1/06,[新聞] 碳有價時代來了！中鋼黃建智力推「以碳領,6
2025/1/06,Re: [新聞] 王永慶若沒賣台積電 謝金河:市值超過台塑,18
2025/1/06,[新聞] 台積電嘉義廠2月徵才 高中職畢無經驗年薪,99
2025/1/06,[新聞] 廣運、所羅門及輝達參與新創公司 MetAI,14
2025/1/06,[新聞] 鴻準12月營收創6年新高 任天堂需求引爆,13
2025/1/06,[情報] 3293 鈊象 113年12月營收,-10
2025/1/06,[新聞] 權值股百花齊放 0050重返200元登半年新高,10
2025/1/06,[情報] 3034 聯詠 113年12月營收,9
2025/1/06,[請益] 股票跟著巴爺爺買 那債券可以跟台GG一起,12
2025/1/06,[情報] 2439 美律 113年12月營收,16
2025/1/06,[情報] 外資買超歷史前十名 (史上第七),11
2025/1/06,[公告] 本保羅對板友不離不棄的01/06水桶公告,6
2025/1/06,[新聞] 王永慶若沒賣台積電 謝金河:市值超過台塑,54
2025/1/06,[新聞] 台塑四寶出量大反彈逾4.5%　塑化股這就是,47
2025/1/06,[請益] 台新金一直出現11張的買盤,52
2025/1/06,[情報] 3413 京鼎 12月營收,1
2025/1/06,[新聞] 台積2奈米沒被轉單？專家：三星PPA還落,15
2025/1/06,[情報] 0106 上市外資買賣超排行,75
2025/1/06,Re: [請益] 賣飛10張台積，有點難受，要買回嗎？,99
2025/1/06,[情報] 5388中磊 2024年12月合併營收53.22億,8
2025/1/06,[新聞] 長榮航、華航 四檔展翼,11
2025/1/06,[情報] 4763 材料-ky 113年12月營收,12
2025/1/06,Re: [新聞] 機車買氣涼 2024衰退13.55％,0
2025/1/06,[新聞] 陸地方債創新高 6成借新還舊,22
2025/1/06,[標的] 退休族避險部位要選 中華電 or 債券ETF？,33
2025/1/06,[情報] 1464得力 12月營收,1
2025/1/06,[情報] 0106 上市櫃外資投信買超金額排行,0
2025/1/06,Re: [新聞] 碳有價時代來了！中鋼黃建智力推「以碳領,1
2025/1/06,[請益] 有沒有遇過看不懂但飛天的？,33
2025/1/06,[心得] 投資靠努力研究或運氣？行為經濟學觀點,8
2025/1/06,Re: [請益] 長債etf可以鎖住殖利率或配息金額嗎？,5
2025/1/06,[心得] 信貸/質押長期投資策略分享25Q1,41
2025/1/06,[新聞] 台船黃正弘：學界、造船界力挺潛艦國造,3
2025/1/06,[情報] 114/01/06 八大公股銀行買賣超排行,2
2025/1/06,[情報] 6279 胡連 12月營收,11
2025/1/06,[情報] 0106 上市櫃股票週轉率排行,1
2025/1/06,[新聞] 川普否認調整關稅政策：假新聞 美元拉升,25
2025/1/06,[新聞] 台積電ADR盤前大漲逾4％ 台積電夜盤衝上1,40
2025/1/06,Re: [情報] 中信投等債00948B，預估收益分配0.042,4
2025/1/06,[情報] 0106 上市投信買賣超排行,19
2025/1/07,Re: [請益] 歐洲為何都不會爆？,6
2025/1/07,[新聞] 穩懋去年營收年增10% 今年待觀察,24
2025/1/07,Re: [新聞] 桃園工程師沈迷股市 賭博惡癮發作瞞妻借,40
2025/1/07,[新聞] 新債券發行在即 30年期美債殖利率升至202,42
2025/1/07,[新聞] 台積電對蘋果晶圓定價曝光：十年翻了3倍,12
2025/1/07,Re: [新聞] 陸地方債創新高 6成借新還舊,0
2025/1/07,[新聞] 桃園永續發展債券 拚第1季發行,12
2025/1/07,[創作] 濁水溪公社-卡通手槍,24
2025/1/07,[標的] 3597映興 無人機黑馬 安集第二 多,21
2025/1/07,[新聞] 特斯拉全球交付量首次下跌 但中國大陸65,3
2025/1/07,[請益] 哪款軟體可DDE匯出Excel存檔？,4
2025/1/07,[新聞] CES展／老黃報明牌！聯發科午盤後急拉,32
2025/1/07,[情報] 8028 昇陽半導體 12月營收,5
2025/1/07,[新聞] 輝達跨足 AR 眼鏡 老夥伴宏達電有望成大,39
2025/1/07,[標的]4953緯軟 隱藏版智慧機器人  多,16
2025/1/07,[新聞] 六角斥資2.7億元併購翰林茶館100%股權,33
2025/1/07,[新聞] 昇達科 越南廠開幕,5
2025/1/07,[閒聊] 2025/01/07 盤後閒聊,99
2025/1/07,[標的] 00683L 期元大美元指正2 值得購買嗎？,8
2025/1/07,[情報] 114年01月07日 三大法人買賣金額統計表,52
2025/1/07,[新聞] 國旅補助有條件 觀光署：天災才考慮,6
2025/1/07,[請益] 大家今年的股債配置會調整嗎？,43
2025/1/07,[情報] 黃仁勳CES演講 AI中譯,48
2025/1/07,[情報] 美國勞工流動調查報告(JOLTS)職位空缺數,12
2025/1/07,[創作] 名偵探柯南(初代主題曲),8
2025/1/07,[新聞] 台積電嘉義CoWoS廠徵才！「年薪70萬」高,11
2025/1/07,[新聞] 2024全年外資狂賣台股6825億元 反手淨匯,36
2025/1/07,Re: [標的] 大盤農曆十二月多,19
2025/1/07,[新聞] 觀光股的天下來了？他曝今年旅遊利多因,22
2025/1/07,[標的] 00725B怎麼了?,6
2025/1/07,[新聞] 高鐵票好難搶！乘客數上看8000萬，為何會暴增？哪一段最擠,99
2025/1/07,[新聞] AI霸主輝達黃仁勳CES開講！3大重點一次看,23
2025/1/07,[閒聊] 2025/01/07 盤中閒聊,99
2025/1/07,[新聞] 大直、新竹到三重損鄰案頻傳 土木技師曝,14
2025/1/07,[情報] 0107 上市投信買賣超排行,44
2025/1/07,[新聞] 窮到無心娛樂！中國去年電影票房慘跌「退,85
2025/1/07,[新聞] 桃園工程師沈迷股市 賭博惡癮發作瞞妻借,82
2025/1/07,[標的] 00945B跟00953B會選都擠,20
2025/1/07,[心得] 債蛙畢業，長天期美債,99
2025/1/07,[情報] 0107 上市外資買賣超排行,93
2025/1/07,[情報] 2360 致茂 12月營收,7
2025/1/07,Re: [標的] 2317鴻海 拯救蜈蚣長老 進場多多多,-10
2025/1/07,Re: [心得] 債蛙畢業，長天期美債,33
2025/1/07,[新聞] 所羅門攜手輝達 亮相先進機器人技術,21
2025/1/07,[新聞] 緯軟營收／去年全年突破百億大關,17
2025/1/07,Re: [新聞] 新債券發行在即 30年期美債殖利率升至202,16
2025/1/07,Re: [新聞] 碳有價時代來了！中鋼黃建智力推「以碳領,0
2025/1/07,"Re: [請益] 投資的世界,努力研究真的沒用嗎?",9
2025/1/07,[情報] 1785光洋科12月營收,10
2025/1/07,[請益]名下兩間房只能貸五成 現金流分配討論,28
2025/1/07,[情報] 美國ISM非製造業指數,74
2025/1/07,[新聞] 違反重訊規定 鴻準罰違約金5萬,26
2025/1/07,[情報] 2923鼎固-KY 代子公司公告累計取得TSM,1
2025/1/07,[情報] 5289 宜鼎 12月營收,1
2025/1/07,[新聞] 中國祭「買多賣少」救市！至少4家大基金,52
2025/1/07,[新聞] 2024年全年CPI上漲2.18% 連3年突破通膨警,29
2025/1/07,[情報] 0107 上市櫃外資投信買超金額排行,1
2025/1/07,Re: [新聞] 緯軟營收／去年全年突破百億大關,7
2025/1/07,[情報] 3035 智原 2024年12月營收,24
2025/1/07,[情報] 2886 兆豐金 12月自結 0.18 全年 2.35,27
2025/1/07,[請益] 美債ETF,99
2025/1/07,[情報] 玉山金113年度自結 EPS:1.63,20
2025/1/07,[新聞] 6005 群益證 113年度合併自結 2.25元,18
2025/1/07,[新聞] 教主唯一欽點 聯發科設計全新NVIDIA GB10,25
2025/1/07,[情報] 2303 聯電12月營收,23
2025/1/07,[新聞] 中國大陸12月物流景氣指數攀53.1% 寫2024,7
2025/1/07,[新聞] 麥當勞加入「反覺醒」行列 宣布放棄多元化,99
2025/1/07,[新聞] 2025年科技業裁員風不止！傳微軟1月中旬5,20
2025/1/07,Re: [新聞] CES展／老黃報明牌！聯發科午盤後急拉,6
2025/1/07,[請益] 有關美股被扣WS,3
2025/1/07,[新聞] 老黃明牌股來了！黃仁勳CES點名「這幾家,35
2025/1/07,[新聞] 受惠展店效益 Q Burger饗樂餐飲去年營收2,28
2025/1/07,[標的] 3078僑威,42
2025/1/07,[標的] 台指期 多,41
2025/1/07,Re: [心得] 用股利養房養生活,94
2025/1/07,[新聞] 豐田、日清、大金宣布大型聯合造鎮計畫,6
2025/1/07,Re: [新聞] 高鐵票好難搶！乘客數上看8000萬，為何會暴增？哪一段最,36
2025/1/07,Re: [標的] O你媽機O給我歐印 2059川湖,23
2025/1/07,[新聞] 附完整名單！美國國防部將騰訊、寧德時代,44
