date,title,energy
2023/12/30,[心得] 2023年台股投資報酬率暨投資策略分享,30
2023/12/30,[心得] 2023年報,15
2023/12/30,[心得]2023年報 專業(失業)投資人的第2年,100
2023/12/30,Re: [請益] 質押的問題,12
2023/12/30,[心得] 2023交易年報&感謝文,19
2023/12/30,[公告] 12/30 處置公告,2
2023/12/30,[情報] 1229 上市櫃外資投信同買排行,3
2023/12/30,Re: [心得] 2023-退出老王以後才賺錢,22
2023/12/30,[心得] 2023年報(自己與小孩帳戶操作心得),8
2023/12/30,Re: [心得] 2023-退出老王以後才賺錢,4
2023/12/29,[情報] 1229 上市櫃外資投信買超金額排行,0
2023/12/29,Re: [新聞] 不同意監理寬容 金管會再催新壽增資70億,4
2023/12/29,Re: [心得] 2023兒子帳戶心得,7
2023/12/29,[心得] 2023年結算年報,8
2023/12/29,[心得] 2023年報,14
2023/12/29,[心得] 2023年存股年報 (滿一年),4
2023/12/29,Re: [心得] 2023-退出老王以後才賺錢,12
2023/12/29,[心得] 2023 ETF心得,89
2023/12/29,Re: [請益] 持股健檢／想組月月配,1
2023/12/29,[心得] Re: [心得] 2023年報(只買正二),12
2023/12/29,[心得] 2023年報操作心得,16
2023/12/29,[心得] 2023-退出老王以後才賺錢,100
2023/12/29,[心得] 2023年結算,6
2023/12/29,[心得] 2023年報,16
2023/12/29,[心得] 2023投資封關回顧&2024展望,4
2023/12/29,[心得] 2023年報(空軍),100
2023/12/29,[心得] 2023今年績效,82
2023/12/29,[新聞] 日經 : 台灣投資轉向 中國佔比降至幾十年,20
2023/12/29,[心得] 2023年投資年報,4
2023/12/29,[心得] 2023年度結算,3
2023/12/29,[心得] 2023年報,11
2023/12/29,Re: [心得] 2023兒子帳戶心得,22
2023/12/29,Re: [情報] 2023年國內成分ETF含息總績效排名,16
2023/12/29,[心得] 2023操作韭菜心得,4
2023/12/29,[情報] 112/12/29 八大公股銀行買賣超排行,9
2023/12/29,[請益] 可以追蹤特定美股財報公布的app,6
2023/12/29,[公告] a926918tim 自刪標的文,9
2023/12/29,[新聞] 網銀大撒錢買智冠 公平交易法大考驗,10
2023/12/29,[情報] 2636 台驊投控 處分陽明海運股票,10
2023/12/29,[情報] 2636 台驊投控 處分長榮海運股票,28
2023/12/29,[標的] 2023 股民平均值(略低)年報分享,15
2023/12/29,[心得] 2023 小朋友帳戶心得,67
2023/12/29,[情報] 日經23年收盤年增28.2%,9
2023/12/29,[心得] 2023小本金(百萬台幣內)投資總結,21
2023/12/29,Re: [新聞] 紅海局勢緊張　SCFI單周大漲逾500點、歐,4
2023/12/29,[心得] 2023 年報分享： 打平大盤,9
2023/12/29,[情報] 1229 上市外資買賣超排行,43
2023/12/29,[新聞] 紅海局勢緊張　SCFI單周大漲逾500點、歐,40
2023/12/29,Re: [請益] 全體股民的損益中位數,17
2023/12/29,Re: [心得] 選擇權根本就不是人玩的(2023年報),34
2023/12/29,[情報] 1229 scfi指數 1759.58(+504.59) +40.2%,98
2023/12/29,[情報] 112年12月29日 三大法人買賣金額統計表,64
2023/12/29,Re: [請益] 這投資績可以做全職了嗎,52
2023/12/29,[情報] 1229 上市投信買賣超排行,23
2023/12/29,[標的] 友達2409,20
2023/12/29,[請益] 為何不直接買入波克夏？,29
2023/12/29,[請益] 質押的問題,39
2023/12/29,[閒聊] 2023/12/29 盤後閒聊,20
2023/12/29,[情報] 2023年國內成分ETF含息總績效排名,73
2023/12/29,[新聞] 台股2023豐收年漲近3800點　每位股民賺百,70
2023/12/29,Re: [標的] 7558.TW 群利科技 冒險多,1
2023/12/29,Re: [心得] 2023年報(只買正二),16
2023/12/29,[心得] 2023年報 (美股),24
2023/12/29,[新聞] 萬八一定見 谷月涵拋台股4箭 謝金河按讚,99
2023/12/29,[心得] 跨年前的最後晚餐,22
2023/12/29,Re: [心得] 2023年報(只買正二),7
2023/12/29,[請益] 00830討論度極低現在適合進場布局嗎?,12
2023/12/29,Re: [心得] 2023 上半年分享,18
2023/12/29,[標的] 3680 家登 多,10
2023/12/29,Re: [心得] 2023年報(只買正二),31
2023/12/29,[標的] 3207耀勝-主力狂吃多,8
2023/12/29,[標的] 艾笛森3591 多多多,1
2023/12/29,[新聞] 少個零！長榮海運年終4個月 陽明情況也不,46
2023/12/29,Re: [心得] 2023年報(只買正二),21
2023/12/29,[心得] Re: 2023年報(只買正二),15
2023/12/29,[心得] 小魯的2023成績單,25
2023/12/29,[心得] 2023年報(只買正二),100
2023/12/29,[新聞] 不同意監理寬容 金管會再催新壽增資70億,21
2023/12/29,[心得] 2023美股年報,3
2023/12/29,Re: [標的] 3024 tw 憶聲 多,10
2023/12/29,[閒聊] 2023/12/29 盤中閒聊,100
2023/12/29,[心得] 2023美股投資年報,12
2023/12/29,Re: [心得] 2023年報,10
2023/12/28,[新聞] 外資撤出中國股債、淨流出額恐創新高 轉,36
2023/12/28,[情報] 1228 上市櫃外資投信同買排行,0
2023/12/28,[心得] 2023年報,8
2023/12/28,[情報] 1228 上市櫃外資投信買超金額排行,0
2023/12/28,[新聞] 台積電拚2030年完成1奈米製程 單一封裝電,8
2023/12/28,[心得] 散戶玩台股需要知道的事情,99
2023/12/28,[請益] 關於t+0交割,7
2023/12/28,[心得] 2023年報,35
2023/12/28,[心得] 2023年報,38
2023/12/28,[新聞] 大飲法說會／蘋果西打回來了！明年營收,28
2023/12/28,[新聞] 日本11月鋁產品產量出貨量下滑 但車市需求復甦,9
2023/12/28,Re: [心得] 2023年報與自我檢討,64
2023/12/28,[心得] 2023美股投資年報,21
2023/12/28,[心得] 2023投資年報,100
2023/12/28,Re: [心得] 2023年報,52
2023/12/28,[心得]2023年投資年報&權證心得,44
2023/12/28,[情報] 112/12/28 八大公股銀行買賣超排行,5
2023/12/28,[心得] 年度結算,30
2023/12/28,[情報] 2323 中環 取得陽明海運普通股,35
2023/12/28,Re: [心得] 年度短沖對帳單心得,19
2023/12/28,[心得] 2023下半年報以及勸世文,43
2023/12/28,Re: [心得] 2023年投資年報,8
2023/12/28,Re: [心得] 年度短沖對帳單心得,7
2023/12/28,Re: [心得] 2023年投資年報,7
2023/12/28,[新聞] 貨櫃船運美線1/1漲價仍有疑慮,14
2023/12/28,[心得] 2023損益-幸運的一年,100
2023/12/28,[新聞] 獨家／美國FED降息機率高！台灣房價又要,39
2023/12/28,[情報] 1228 上市外資買賣超排行,49
2023/12/28,[心得] 2023年報,86
2023/12/28,[心得] 2023年投資年報,100
2023/12/28,[情報] 112年12月28日 三大法人買賣金額統計表,100
2023/12/28,[新聞] 新光金：新壽RBC缺口非70億可支應 續爭꠭,58
2023/12/28,[情報] 1228 上市投信買賣超排行,22
2023/12/28,Re: [心得] 2023年報與自我檢討,0
2023/12/28,[心得] 2023 自我投資年報,33
2023/12/28,[心得] 年度短沖對帳單心得,28
2023/12/28,[心得] 2023年度回顧,29
2023/12/28,Re: [請益] 聯準會明年降息的機率高?美債還有得賺嗎?,10
2023/12/28,[心得] 2023 小資金年報,44
2023/12/28,[閒聊] 2023/12/28 盤後閒聊,51
2023/12/28,[請益] 聯準會明年降息的機率高?美債還有得賺嗎?,33
2023/12/28,[心得] 2023年報與自我檢討,100
2023/12/28,[心得] 2023年報 股版潛水7年第二篇文,45
2023/12/28,[請益] 國泰費城半導體00830,6
2023/12/28,[請益] 全體股民的損益中位數,19
2023/12/28,Re: [新聞] 押錯今年陸股會強彈 高盛分析師：學到2大,41
2023/12/28,[心得]  2023 虧損對帳單 取暖,99
2023/12/28,[標的] 2330 台積電 今年最後上車多(附對帳單),55
2023/12/28,[心得] 2023年股票收益報告 總計,62
2023/12/28,Re: [標的] 3483 力致 盤整突破多多,23
2023/12/28,Re: [新聞] 押錯今年陸股會強彈 高盛分析師：學到2大,32
2023/12/28,[新聞] 面板雙虎友達300億聯貸下月中底定 爆800,19
2023/12/28,[閒聊] 2023/12/28 盤中閒聊,99
2023/12/28,[新聞] 搶搭末班車 實支實付醫療險爆單,89
2023/12/28,[新聞] 朝鮮半島戰雲密布 金正恩籲：加快戰爭準,65
2023/12/28,[新聞] AI PC是未來一年主角！宏碁爆逾14萬張大,94
2023/12/28,Re: [標的] 美債現是不是快要到可以接的時刻了？,11
2023/12/28,[標的] 4743 合一,0
2023/12/28,[公告] 12/27 處置公告,3
2023/12/28,[請益] W-8BEN過期補件後還會需要扣繳稅嗎,6
2023/12/28,[情報] 1227 上市櫃外資投信同買排行,1
2023/12/28,[情報] 1227 上市櫃外資投信買超金額排行,4
2023/12/27,[新聞] 押錯今年陸股會強彈 高盛分析師：學到2大,74
2023/12/27,[新聞] 解決營造業缺工問題 內政部已核配破萬名,42
2023/12/27,[新聞] 航商赫伯羅德：紅海仍危險 維持繞道,48
2023/12/27,[新聞] 中國國台辦威脅 對台實施進一步貿易制裁,99
2023/12/27,[新聞] 幽默是金！ 研究：CEO在財報電話會上講,20
2023/12/27,[新聞] 雪佛龍今年股價摔15% 華爾街：頹勢恐延續至明年,8
2023/12/27,Re: [新聞] 貧富差距持續擴大　近5年台灣高收入家庭4,8
2023/12/27,[情報] 112/12/27 八大公股銀行買賣超排行,11
2023/12/27,[情報] 6292 迅德 處分元大金股票,15
2023/12/27,[情報] 2323中環處分長榮普通股股票之公告,99
2023/12/27,Re: [標的] 美債現是不是快要到可以接的時刻了？,28
2023/12/27,[新聞] 難道張忠謀錯了嗎？劉德音突然退休 知名,0
2023/12/27,[新聞] 全球第二大類比IC大廠ADI傳漲價 明年2月,8
2023/12/27,[心得] 回顧2023前瞻 展望2024趨勢 (凱基投顧),36
2023/12/27,[新聞] 大盤看萬八 學者警告:台股有點背離基本面,76
2023/12/27,[新聞] 貧富差距持續擴大　近5年台灣高收入家庭4,7
2023/12/27,[請益] 00878的選股也太鬼了吧？,60
2023/12/27,[新聞] 紅海船隻遇襲、降息希望 國際油價上漲,11
2023/12/27,Re: [標的] 美債現是不是快要到可以接的時刻了？,14
2023/12/27,[情報] 【2023年11月 #景氣燈號】重回藍黃燈 國,89
2023/12/27,[情報] 1227 上市外資買賣超排行,59
2023/12/27,[新聞] 農曆春節前台股封關日2/5、開市為2/15,48
2023/12/27,[情報] 112年12月27日 三大法人買賣金額統計表,98
2023/12/27,[新聞] 預告AI導入手機、VR　王雪紅曝宏達電明年,43
2023/12/27,[情報] 1227 上市投信買賣超排行,23
2023/12/27,[新聞] 去年神預測台股上萬八 董座估3年後3萬點,51
2023/12/27,[標的] 長榮2603越看壞越噴？,11
2023/12/27,[新聞] 都委會通過中科擴建二期 明年6月交地給台,18
2023/12/27,Re: [標的] 大盤 空,0
2023/12/27,[閒聊] 2023/12/27 盤後閒聊,28
2023/12/27,Re: [標的] 大盤還是期望用技術分析看多,8
2023/12/27,[新聞] 標普：美國房價指數創歷史新高、連續第9-,32
2023/12/27,Re: [標的] 6799 來頡 多多,2
2023/12/27,Re: [標的] 3006 晶豪科 築底多,26
2023/12/27,[心得] 阿肥的便當錢（半年）,85
2023/12/27,[標的] 美債現是不是快要到可以接的時刻了？,42
2023/12/27,[請益] 資金積壓過多卻不漲，賣掉又可惜該怎辦?,45
2023/12/27,[心得] 年度績效與策略分享,100
2023/12/27,[新聞] 美國再度展延數百項中國商品關稅豁免,27
2023/12/27,Re: [新聞] 《電腦設備》仁寶總座放話：股價沒40元,66
2023/12/27,[新聞] 華爾街大空頭警告：留意史上最大的信貸泡,84
2023/12/27,[請益] 街口布蘭特正2,20
2023/12/27,[請益] 為什麼紅海出事航運股票會漲?,86
2023/12/27,[標的] 3709 鑫聯大控股 AI PC 未被發現多,8
2023/12/27,[心得] 2023年報與觀念分享,37
2023/12/27,Re: [標的] 2303 聯電 多 不信填息缺口喚不回,27
2023/12/27,[新聞] MSC證實貨櫃船在紅海遇襲 胡塞組織坦承發,50
2023/12/27,[閒聊] 2023/12/27 盤中閒聊,100
2023/12/27,Re: [標的] 3702 大聯大 ETF丟貨空,5
2023/12/26,[情報] 1226 上市櫃外資投信同買排行,1
2023/12/26,[情報] 1226 上市櫃外資投信買超金額排行,0
2023/12/26,[新聞] 紅海商船 再傳遭葉門胡塞組織無人機攻擊,54
2023/12/26,Re: [新聞] 台積電、三星危險了？英特爾恐祭終極殺,48
2023/12/26,[新聞] 滬指失守2900點 4400隻個股齊跌,91
2023/12/26,[新聞] 聯發科蔡力行：未來每個公司不用AI就會,38
2023/12/26,[新聞] 經部與地方攜手產業首推國家標準5G智慧杆,14
2023/12/26,[情報] 2646 星宇航空 現金增資(補充發行價18元),49
2023/12/26,[請益] 手段那麼多 新光金怎丟的？,68
2023/12/26,[情報] 112/12/26 八大公股銀行買賣超排行,22
2023/12/26,[新聞] 43家中國A股遭強制下市刷新高 房地產類股,59
2023/12/26,[情報] 2887 台新金 2887E重設股息率為4.8725%,20
2023/12/26,[標的] 2428 興勤 多,66
2023/12/26,Re: [新聞] 身價破百億「雙鴻事件」意外讓他曝光！,72
2023/12/26,[標的]  00725B連兩天量破萬 討論,9
2023/12/26,[情報] 5210 寶碩 多次達注意標準 11月自結-0.18,13
2023/12/26,[情報] 1226 上市外資買賣超排行,56
2023/12/26,[情報] 112年12月26日 三大法人買賣金額統計表,100
2023/12/26,[情報] 1226 上市投信買賣超排行,24
2023/12/26,[新聞] 智冠、榮剛換股引爭議！網銀國際召集股東,34
2023/12/26,[新聞] 美股意外長紅 空頭損失慘重,23
2023/12/26,[閒聊] 2023/12/26 盤後閒聊,25
2023/12/26,[新聞] 看準真菌蛋白取代動物蛋白趨勢，葡萄王(1,43
2023/12/26,[新聞] 台積電、三星危險了？英特爾恐祭終極殺,81
2023/12/26,[請益] 有關富邦00670L納斯達克正2,25
2023/12/26,[情報] 文曄 台船 現金增資公開申購資訊,13
2023/12/26,Re: [標的] 友達群創過頸線，該進廠嗎？,25
2023/12/26,[新聞] 獲補貼內線消息？裴洛西丈夫搶購輝達股票,57
2023/12/26,[新聞] 美中央司令部：葉門叛軍「青年運動」向,32
2023/12/26,[公告] 12/26 處置公告,3
2023/12/26,[標的] 6417韋僑 RFID多,81
2023/12/26,Re: [請益] 短線高點持股健檢如何調整,0
2023/12/26,[閒聊] 2023/12/26 盤中閒聊,95
2023/12/26,[新聞] 面板業迎春燕拚下月漲價 雙虎明年邁入,36
2023/12/26,[請益] 質押再投入vs 二倍槓桿,47
2023/12/26,[請益] 請推薦幫老人家投資的媒介(管道),45
2023/12/25,[情報] 7725 列特博-新 公告處分長榮海運,22
2023/12/25,[情報] 1225 上市櫃外資投信同買排行,0
2023/12/25,[新聞] 拉回就是好買點！他曬「台積電對帳單」,28
2023/12/25,[情報] 1225 上市櫃外資投信買超金額排行,1
2023/12/25,[請益] 請問有沒有貴族學校概念股,78
2023/12/25,Re: [其他]  股板出身現役能打的還有誰,35
2023/12/25,[新聞] 馬士基擬恢復紅海航線 貨櫃三雄暫不跟進,84
2023/12/25,[請益] 納入指數成份股的一些問題,9
2023/12/25,[標的] 2603.TW 長榮海 多,16
2023/12/25,[新聞] 台股登萬七 11月證券劃撥存款創逾1年最大,66
2023/12/25,Re: [標的] 2409 友達 (2023.12月面板報價),0
2023/12/25,[情報] 112/12/25 八大公股銀行買賣超排行,9
2023/12/25,[新聞] 宏達電：王雪紅宣布 產品都要搭AI,99
2023/12/25,[情報] 5871 中租-KY 11月自結 1.21 累計 14.02,17
2023/12/25,[新聞] 國票金總座陳冠舟：營運漸入佳境 明年有,49
2023/12/25,[創作]免費的股票、可轉債資訊整合型網站(代PO),64
2023/12/25,[情報] 1225 上市外資買賣超排行,63
2023/12/25,[新聞]馬士基擬復航紅海 陽明：目前繞航令沒有改,99
2023/12/25,[新聞] 美國加強限制後 中國11月買荷蘭光刻機激,48
2023/12/25,[情報] 112年12月25日 三大法人買賣金額統計表,59
2023/12/25,[新聞] 中國學者劉紀鵬遭禁言後 證實不再任大學,48
2023/12/25,[情報] 1225 上市投信買賣超排行,19
2023/12/25,[新聞] 疫情紓困進入尾聲 信用卡呆帳潮蠢動,9
2023/12/25,Re: [新聞] 美國紅海護航聯盟 西班牙和澳洲拒加入,30
2023/12/25,[閒聊] 2023/12/25 盤後閒聊,22
2023/12/25,Re: [標的] 2606裕民BCI爆噴多,3
2023/12/25,Re: [新聞] 美股空頭今年損失逾5.5兆　這檔股票賠最,10
2023/12/25,[新聞] 紅海才解套 伊朗狠嗆下一個封鎖這,43
2023/12/25,[新聞] 陽明海運年終落差超嚴重！去年13個月 今,71
2023/12/25,[新聞] 長榮航空年終平均6個月創新高 空地勤飛行,19
2023/12/25,[新聞] 美股空頭今年損失逾5.5兆　這檔股票賠最,23
2023/12/25,[新聞] 焦點股》萬海：紅海危機解除？三雄殺紅眼,38
2023/12/25,[新聞] 台股ETF已破600萬人　00919蟬聯人氣王一,37
2023/12/25,[新聞] 聯發科下單12奈米 2025年量產,16
2023/12/25,[請益] 短線高點持股健檢如何調整,41
2023/12/25,[新聞] 聯電12奈米 技轉英特爾,60
2023/12/25,Re: [新聞] 馬士基宣布準備恢復通行紅海,59
2023/12/25,[新聞] 海運風暴來襲！不只紅海遭攻擊 他警告,39
2023/12/25,[新聞] 美國主導的護航艦隊組成不順利,56
2023/12/25,[新聞] 貨櫃海運報價 驚漲十倍,45
2023/12/25,[閒聊] 2023/12/25 盤中閒聊,77
2023/12/25,[新聞] 馬士基宣布準備恢復通行紅海,99
2023/12/24,[新聞] 外企不投資會後悔？中國高官言論挨批詐騙,19
2023/12/24,[心得] 2023年報 畢業啦....,100
2023/12/24,Re: [新聞] 2023台股大豐收平均每位股民賺近90萬元,1
2023/12/24,Re: [新聞] 2023台股大豐收平均每位股民賺近90萬元,14
2023/12/24,[新聞] 「股神」再加碼西方石油 持股躍升近28％,8
2023/12/24,[新聞] 撼動股市後 中國考慮調整限制網遊氪金的,50
2023/12/24,[標的] 大盤 空,22
2023/12/24,Re: [標的] 2409 友達 (2023.12月面板報價),23
2023/12/24,[新聞] 大億解任董座獨子董事職,67
2023/12/24,[新聞] 油輪行經印度洋也遇襲！,99
2023/12/24,[新聞] 馬斯克與木頭姐100分鐘對話　炮轟ETF投,59
2023/12/24,[新聞] 2023台股大豐收平均每位股民賺近90萬元,99
2023/12/24,[請益] 自主操盤績效打贏ETF 的人多嗎?,77
2023/12/24,[新聞] 南韓浦項鋼鐵大火 多處廠區暫停運作,60
2023/12/24,[標的] 6722輝創【ADAS台灣少數國際大廠認證】,13
2023/12/23,[新聞] 台股醞釀雙軋行情 軋空單軋外資空手蠢動,7
2023/12/23,[新聞] 台股萬八封關穩了？謝金河揭「3好1變數」,99
2023/12/23,[創作] 我每天許下同一個心願,6
2023/12/23,[新聞] 預測台灣明年經濟成長3.02%，中研院表示,36
2023/12/23,[新聞] 長榮海運總座謝惠全退休　首席副總吳光,17
2023/12/23,Re: [新聞] 馬士基：紅海航運混亂局面恐持續數月,7
2023/12/23,Re: [請益] 持股健檢,14
2023/12/23,[新聞] 身價破百億「雙鴻事件」意外讓他曝光！,99
2023/12/23,[新聞] ECFA震撼彈》機械業聯繫大陸同業 求自保,72
2023/12/23,[公告] 12/23 處置公告,2
2023/12/23,[新聞] 梁孟松操刀 傳中芯以DUV開發3奈米,99
2023/12/23,[心得] 12/25~12/29 美國經濟數據行事曆,6
2023/12/23,Re: [請益] 持股健檢,40
2023/12/23,Re: [新聞] 馬士基：紅海航運混亂局面恐持續數月,29
2023/12/23,[新聞] 馬士基：紅海航運混亂局面恐持續數月,49
2023/12/23,[新聞] 紅海危機 兩大航運公司加收額外費用,23
2023/12/23,[新聞] 陸整頓網遊 騰訊、網易蒸發2.2兆元,31
2023/12/23,[請益] 請問台股史上有毫無利空的股市展望?,38
2023/12/22,[情報] 1222 上市櫃外資投信同買排行,3
2023/12/22,[情報] 1222 上市櫃外資投信買超金額排行,0
2023/12/22,[新聞] 商用不動產面臨崩盤風險 美銀行恐損失5ꔭ,36
2023/12/22,[新聞] 美11月PCE通膨續降 更接近Fed目標,52
2023/12/22,[情報] 112年12月22日信用交易統計,15
2023/12/22,Re: [請益] 持股健檢,2
2023/12/22,Re: [新聞] 井噴161點才到半山腰？SCFI連4紅 紅海危,21
2023/12/22,[心得] 中國一年期定存利率居然比台灣低了,88
2023/12/22,Re: [請益] 航運類股梗圖,8
2023/12/22,[請益] 這是什麼情形？,31
2023/12/22,[新聞] 中國大陸取消ECFA部分關稅減讓 台塑表遺,39
2023/12/22,[新聞] 新青安貸款效應發酵 信義房屋：南二都低,39
2023/12/22,[新聞] 《其他電》在手訂單破1280億元 亞翔2024,23
2023/12/22,[公告] 1222 水桶,37
2023/12/22,[情報] 112/12/22 八大公股銀行買賣超排行,16
2023/12/22,[情報] 2323 中環 處分陽明海運普通股,99
2023/12/22,[新聞] 井噴161點才到半山腰？SCFI連4紅 紅海危,28
2023/12/22,Re: [新聞] 防紅海航線受滋擾 美防部：逾20國加入保,13
2023/12/22,[心得] 為什麼股市做空的惹人厭,71
2023/12/22,[情報] 2609 陽明 達注意標準 11月自結-0.44,99
2023/12/22,[新聞] 漢翔：F-16升級由落後追上進度 關鍵是24,25
2023/12/22,[標的] 長榮的最後一盤,49
2023/12/22,Re: [新聞] 防紅海航線受滋擾 美防部：逾20國加入保,3
2023/12/22,[情報] 1222 上市外資買賣超排行,61
2023/12/22,[請益] 中國經濟下滑 對台股的影響已經反應了嗎,28
2023/12/22,Re: [新聞] 防紅海航線受滋擾 美防部：逾20國加入保,7
2023/12/22,Re: [新聞] 陸下重手整頓網遊 禁首充、每日登錄獎勵,21
2023/12/22,[情報] 1222 SCFI指數1254.99(+161.47)+14.76%,99
2023/12/22,[情報] 112年12月22日 三大法人買賣金額統計表,31
2023/12/22,[情報] 1222 上市投信買賣超排行,31
2023/12/22,Re: [新聞] 陸下重手整頓網遊 禁首充、每日登錄獎勵,12
2023/12/22,Re: [新聞] 陸下重手整頓網遊 禁首充、每日登錄獎勵,8
2023/12/22,[標的] 大盤還是期望用技術分析看多,7
2023/12/22,[新聞] 防紅海航線受滋擾 美防部：逾20國加入保,47
2023/12/22,[新聞] NIKE調降營收展望、公布要省20億美元 股0,17
2023/12/22,[閒聊] 2023/12/22 盤後閒聊,26
2023/12/22,Re: [新聞] 陸下重手整頓網遊 禁首充、每日登錄獎勵,15
2023/12/22,[新聞] Fed會降息為拜登助選？專家：美股春季重,2
2023/12/22,Re: [新聞] 缺乏好獵物 巴菲特現金儲量達5兆元創新高,19
2023/12/22,Re: [新聞] 三期解盲失利，全福稱最後數據下月底出爐，朝二方向著手,20
2023/12/22,Re: [標的] 2542.TW 興富發 保羅覺得股價被低估多,5
2023/12/22,[標的] 8131福懋科 躺在地上多,8
2023/12/22,Re: [心得] 豐田還在搞笑賣氫能車 不怕被電車淘汰?,10
2023/12/22,[新聞] 陸下重手整頓網遊 禁首充、每日登錄獎勵,99
2023/12/22,[請益] 明年度股息目標設定,68
2023/12/22,Re: [請益] 現在還有停損的必要嗎,8
2023/12/22,[新聞] 中國選前中止ECFA「12產品」！這群人急憂,60
2023/12/22,[標的] 2542.TW 興富發 保羅覺得股價被低估多,31
2023/12/22,[請益] 興櫃轉往美國掛牌1月4日終止交易,6
2023/12/22,[新聞] 紅海危機迫商船改道 運費飆至1萬美元,42
2023/12/22,[新聞] 美光：記憶體報價漲到2025 南亞科、華邦,38
2023/12/22,Re: [標的]  系微 6231 微小多,33
2023/12/22,[標的] 2409友達 3481群創過頸線，該進場嗎？,52
2023/12/22,[新聞] 北極星藥業併購霖揚生技,24
2023/12/22,[閒聊] 2023/12/22 盤中閒聊,100
2023/12/22,Re: [心得] 豐田還在搞笑賣氫能車 不怕被電車淘汰?,16
2023/12/22,Re: [心得] 豐田還在搞笑賣氫能車 不怕被電車淘汰?,19
2023/12/22,Re: [心得] 豐田還在搞笑賣氫能車 不怕被電車淘汰?,17
2023/12/22,[標的] ML.US多,0
2023/12/22,Re: [請益] 現在還有停損的必要嗎,32
2023/12/22,[標的] 2330 台積電只要拉回就是好的買點!,29
2023/12/22,Re: [新聞] 國發會：蔡英文執政股市漲幅逾100％ 馬政,24
2023/12/21,Re: [心得] 豐田還在搞笑賣氫能車 不怕被電車淘汰?,88
2023/12/21,[情報] 1221 上市櫃外資投信同買排行,0
2023/12/21,[情報] 1221 上市櫃外資投信買超金額排行,0
2023/12/21,[情報]  恆大訂12/22召開法說會,3
2023/12/21,[新聞] 騙了34年？子公司爆醜聞 TOYOTA市值蒸,15
