date,energy_abs,energy_mean,energy_std,post_count,avg_energy,title_count,MA_7,MA_30,MA_60,stable_MA,ratio,emotion_momentum,emotion_acceleration,emotion_volatility,emotion_rsi,emotion_deviation,panic_threshold,calm_threshold,extreme_threshold,twii_open,twii,twii_volume,twii_ret,MA_200,cycle_phase,emotion_intensity,phase_confidence,buy_signal_cycle,sell_signal_cycle,signal_confidence,signal_reason,top_titles,news_titles
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1818181818181817,50.0,0.0,0.0,0.0,0.0,50.0,0.0,2.5,1.3,3.5,10343.4501953125,10390.9296875,2325300.0,0.6588229506738985,10049.791785037878,正常期,低,0.5,False,False,0.0,,No data,No news
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1176470588235294,50.0,0.0,0.0,0.0,0.0,50.0,0.0,2.5,1.3,3.5,10403.0302734375,10391.5498046875,2295000.0,0.005967870115086704,10059.843491498163,正常期,低,0.5,False,False,0.0,,No data,No news
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.057142857142857,50.0,0.0,0.0,0.0,0.0,50.0,0.0,2.5,1.3,3.5,10385.8095703125,10389.169921875,2510800.0,-0.022902096965615737,10069.252818080357,正常期,低,0.5,False,False,0.0,,No data,No news
2019-02-28,610.0,19.0625,19.798888043067862,32.0,18.4375,32.0,87.14285714285714,20.333333333333332,18.944444444444443,50.0,12.2,12.2,12.2,2.7280029325497432,100.0,0.0,2.5,1.3,3.5,10385.8095703125,10389.169921875,2510800.0,0.0,10078.139404296875,極度恐慌,極高,0.9,False,False,0.0,,🔥[75] [新聞] 「我為什麼要離開中國」一文遭瘋傳<br>🔥[61] [心得] 金融股 預估殖利率 試算<br>🔥[60] [新聞] 〈貿易戰聽證會〉美國將正式取消 對2000<br>🔥[60] [新聞] 川金會破局！白宮：雙方未能達成任何協議<br>🔥[42] Fw: [新聞] 【40歲退休有術1】公務員靠投資逆轉人生<br>🔥[37] [標的] (空)美國道瓊指數<br>🔥[25] Fw: [新聞] 日媒：中國高鐵隱患 影響超貿易戰<br>🔥[23] [新聞] 印巴陸空開火 部隊集結邊界<br>🔥[22] [新聞] 華票5月31日股東會 議決配發現金股利0.79<br>🔥[18] [新聞] 【川金會破局】南韓股匯急殺重挫　美股,🔥[75] [新聞] 「我為什麼要離開中國」一文遭瘋傳<br>🔥[60] [新聞] 〈貿易戰聽證會〉美國將正式取消 對2000<br>🔥[60] [新聞] 川金會破局！白宮：雙方未能達成任何協議<br>🔥[42] Fw: [新聞] 【40歲退休有術1】公務員靠投資逆轉人生<br>🔥[25] Fw: [新聞] 日媒：中國高鐵隱患 影響超貿易戰
2019-03-01,417.0,18.954545454545453,18.42223623447457,22.0,18.045454545454547,22.0,146.71428571428572,34.233333333333334,29.7027027027027,50.0,8.34,-3.8599999999999994,-16.06,3.222462445169271,75.96513075965132,0.0,2.5,1.3,3.5,10385.8095703125,10389.169921875,2510800.0,0.0,10086.54563450169,極度恐慌,極高,0.9,False,False,0.0,,🔥[65] [新聞] 疑投資失利　女從住家14樓頂墜落亡<br>🔥[54] [請益] 第一次畢業<br>🔥[49] [新聞] 美懲罰機制逼北京守信 川普再警告<br>🔥[37] [新聞] 便宜版特斯拉Model 3登場！只要新台幣108<br>🔥[33] [新聞] 十銓董座夏澹寧 43歲移民 月退俸7萬不夠<br>🔥[31] [新聞] 中國經濟急退 地方債違約恐湧現<br>🔥[22] [新聞] 中美貿易「休戰期」延多久？另行通知為止<br>🔥[21] [新聞] MSCI將擴大納入A股權重至20% 2.4兆活水注<br>🔥[16] [心得] ～淺談手機當沖～<br>🔥[15] [新聞] 美方透露貿易談判內幕：美中協議達150頁,🔥[65] [新聞] 疑投資失利　女從住家14樓頂墜落亡<br>🔥[49] [新聞] 美懲罰機制逼北京守信 川普再警告<br>🔥[37] [新聞] 便宜版特斯拉Model 3登場！只要新台幣108<br>🔥[33] [新聞] 十銓董座夏澹寧 43歲移民 月退俸7萬不夠<br>🔥[31] [新聞] 中國經濟急退 地方債違約恐湧現
2019-03-02,399.0,19.95,21.119895833076452,20.0,19.95,20.0,203.71428571428572,47.53333333333333,39.421052631578945,50.0,7.98,-0.35999999999999943,3.5,3.5644921392151105,74.29963459196102,0.0,2.5,1.3,3.5,10385.8095703125,10389.169921875,2510800.0,0.0,10094.509431537828,極度恐慌,極高,0.9,False,False,0.0,,🔥[83] [心得] 操作方法分享<br>🔥[50] [標的] 2356英業達<br>🔥[46] [新聞] Fed：近期宣布停止縮表<br>🔥[46] [新聞] 川普施壓！ 要求中國「立即」取消對美農<br>🔥[31] [新聞] 《南華早報》記者潛入富士康 爆鄭州廠低<br>🔥[23] [新聞] 任天堂招聘員工薪水曝光！年薪255萬台幣、<br>🔥[18] [新聞] 科技股引領美股齊揚　道瓊上漲百點<br>🔥[14] [新聞] 美中將簽大協議？更多內幕曝光！<br>🔥[13] [標的] 富邦Vix 多<br>🔥[12] [心得] 償債能力分析：流動比率,🔥[46] [新聞] Fed：近期宣布停止縮表<br>🔥[46] [新聞] 川普施壓！ 要求中國「立即」取消對美農<br>🔥[31] [新聞] 《南華早報》記者潛入富士康 爆鄭州廠低<br>🔥[23] [新聞] 任天堂招聘員工薪水曝光！年薪255萬台幣、<br>🔥[18] [新聞] 科技股引領美股齊揚　道瓊上漲百點
2019-03-03,312.0,15.6,12.223359861993325,20.0,15.6,20.0,248.28571428571428,57.93333333333333,46.41025641025641,57.93333333333333,5.385500575373993,-2.594499424626007,-2.2344994246260077,3.6534084156839746,64.16156285555206,0.0,2.5,1.3,3.5,10385.8095703125,10389.169921875,2510800.0,0.0,10102.064828725961,極度恐慌,極高,0.9,False,False,0.0,,"🔥[47] [新聞] 政府基金加碼台股 1,500億銀彈將進場<br>🔥[37] [新聞] 勞退勞保基金十大持股 出列<br>🔥[35] [心得] 為什麼我選擇指數化投資(四)<br>🔥[27] [新聞] 解決雞蛋水餃股 金管會研擬下市機制<br>🔥[26] [新聞]中國多座晶圓廠完工 台灣新一波挖角潮來襲<br>🔥[16] [新聞] 四大利多加持 陸股ETF瘋漲<br>🔥[14] [新聞] 中裕抗愛滋藥 將從打點滴變打針<br>🔥[13] [新聞] 精測2月營收創15個月低 月減4成<br>🔥[12] [新聞] 《電腦設備》奇鋐鉸鏈轉軸吸睛<br>🔥[12] [新聞] 讓中方坐上談判桌 川普：關稅是最佳工具","🔥[47] [新聞] 政府基金加碼台股 1,500億銀彈將進場<br>🔥[37] [新聞] 勞退勞保基金十大持股 出列<br>🔥[27] [新聞] 解決雞蛋水餃股 金管會研擬下市機制<br>🔥[26] [新聞]中國多座晶圓廠完工 台灣新一波挖角潮來襲<br>🔥[16] [新聞] 四大利多加持 陸股ETF瘋漲"
2019-03-04,541.0,15.457142857142857,12.493157791232713,35.0,14.885714285714286,35.0,325.57142857142856,75.96666666666667,58.775,75.96666666666667,7.121544537077665,1.7360439617036718,4.330543386329679,3.822613404107451,67.15989891081429,0.0,2.5,1.3,3.5,10385.25,10349.8798828125,2273800.0,-0.3781826590377735,10108.260205078124,疲乏期,極高轉中,0.8,False,False,0.0,,🔥[54] [請益] 真的有人投資股票獲得財務自由的嗎<br>🔥[39] [新聞] 全文》蔡英文接受日本產經專訪<br>🔥[37] [新聞] 別傻傻定存了！10檔「KO定存高殖利率股」<br>🔥[37] [其他] 108年03月04日 三大法人買賣金額統計表<br>🔥[36] [心得] 台灣股市平均殖利率 本益比 淨值比 歷史<br>🔥[26] [心得] YTD +43.1%  投資狂飆的成長美股<br>🔥[24] [新聞] 蔡英文：將持續推動智慧自動化 讓全球成<br>🔥[23] [新聞] 尚凡董事張家銘長親上PTT 揪網友辦法說會<br>🔥[19] [新聞] 野村喊買樺漢 砍凌華、飛捷目標價<br>🔥[18] [新聞] 霹靂去年營收大幅成長,🔥[39] [新聞] 全文》蔡英文接受日本產經專訪<br>🔥[37] [新聞] 別傻傻定存了！10檔「KO定存高殖利率股」<br>🔥[24] [新聞] 蔡英文：將持續推動智慧自動化 讓全球成<br>🔥[23] [新聞] 尚凡董事張家銘長親上PTT 揪網友辦法說會<br>🔥[19] [新聞] 野村喊買樺漢 砍凌華、飛捷目標價
2019-03-05,576.0,15.157894736842104,13.218591158093831,38.0,14.631578947368421,38.0,407.85714285714283,95.16666666666667,71.39024390243902,95.16666666666667,6.052539404553415,-1.06900513252425,-2.805049094227922,3.890642501194473,63.86953400828507,0.0,2.5,1.3,3.5,10323.25,10305.259765625,1773500.0,-0.4311172466996305,10113.065072408537,疲乏期,極高轉中,0.8,False,False,0.0,,"🔥[58] [其他] 108年03月05日 三大法人買賣金額統計表<br>🔥[41] [新聞] 中美貿易戰將落幕？ 美國宣布：休兵期限<br>🔥[40] [心得] 為什麼我選擇指數化投資(五)<br>🔥[33] [新聞] 新動向曝光　「台灣先生」谷月涵加入寬量<br>🔥[31] [新聞] 勞動＋國保＋退撫三大基金元月大賺1,371<br>🔥[28] [新聞] 川普口口聲聲說他打贏貿易戰 其實美國算<br>🔥[26] [新聞] 40年投資加竊技術 中共仍無法製高端芯片<br>🔥[25] [心得] 離岸風電在台灣產業發展<br>🔥[23] [新聞] 漢翔董總傳將遭更換　工會力挺：不排除發<br>🔥[22] [標的] 2027 大成鋼","🔥[41] [新聞] 中美貿易戰將落幕？ 美國宣布：休兵期限<br>🔥[33] [新聞] 新動向曝光　「台灣先生」谷月涵加入寬量<br>🔥[31] [新聞] 勞動＋國保＋退撫三大基金元月大賺1,371<br>🔥[28] [新聞] 川普口口聲聲說他打贏貿易戰 其實美國算<br>🔥[26] [新聞] 40年投資加竊技術 中共仍無法製高端芯片"
2019-03-06,672.0,18.666666666666668,24.183819856613695,36.0,18.666666666666668,36.0,503.85714285714283,117.56666666666666,85.69047619047619,117.56666666666666,5.7159058690104905,-0.33663353554292463,0.7323715969813254,3.918462614295518,62.899121913191216,0.0,2.5,1.3,3.5,10328.1796875,10357.150390625,1865800.0,0.5035353419531541,10118.876627604166,疲乏期,極高轉中,0.8,True,False,0.5,trend_declining+relative_position,🔥[100] [標的] 美國道瓊(*UDH9) (獲利出場...<br>🔥[89] [標的] 友達 多<br>🔥[75] [新聞] 宏達電2月營收6.3億元月減37.83% 上市掛<br>🔥[58] [新聞] 台企銀：股利「今年會更好」還有「秘密武<br>🔥[30] [其他] 108年03月06日 三大法人買賣金額統計表<br>🔥[27] [標的] 2392 正崴<br>🔥[27] [標的] 2330 台積電 空<br>🔥[26] [新聞] 川金會破局 朝鮮似恢復東倉里導彈試射場<br>🔥[23] [新聞] 投資績效低落 退撫基金被管到破產 教團：<br>🔥[22] [新聞] 彭博：美國輸慘了 川普發動貿易戰 經濟損,🔥[75] [新聞] 宏達電2月營收6.3億元月減37.83% 上市掛<br>🔥[58] [新聞] 台企銀：股利「今年會更好」還有「秘密武<br>🔥[26] [新聞] 川金會破局 朝鮮似恢復東倉里導彈試射場<br>🔥[23] [新聞] 投資績效低落 退撫基金被管到破產 教團：<br>🔥[22] [新聞] 彭博：美國輸慘了 川普發動貿易戰 經濟損
2019-03-07,948.0,18.58823529411765,18.72770831745116,51.0,18.58823529411765,51.0,552.1428571428571,149.16666666666666,105.74418604651163,149.16666666666666,6.355307262569833,0.6394013935593428,0.9760349291022674,3.9506822426570753,63.93977758252912,0.0,2.5,1.3,3.5,10359.4697265625,10311.6796875,2007700.0,-0.43902715911279255,10123.360419694767,極度恐慌,極高,0.9,False,False,0.0,,🔥[100] [標的] 美國道瓊(*UDH9) (獲利出場~<br>🔥[64] [新聞] 【國巨高雄廠爆裁員】<br>🔥[60] [標的] 被動為什麼飆不上去<br>🔥[49] [請益] 如果一直長期買0056會有風險嗎<br>🔥[46] [標的] 元翎<br>🔥[35] [新聞] 台企銀ROE居公股銀之冠　今年加強海外分<br>🔥[35] [心得] 不知道算不算心得的個人投資方法<br>🔥[33] [其他] 108年03月07日 三大法人買賣金額統計表<br>🔥[32] [新聞] 0206期貨大屠殺投資人慘賠 金管會今裁罰<br>🔥[30] [標的] 2474可成 多,🔥[64] [新聞] 【國巨高雄廠爆裁員】<br>🔥[35] [新聞] 台企銀ROE居公股銀之冠　今年加強海外分<br>🔥[32] [新聞] 0206期貨大屠殺投資人慘賠 金管會今裁罰
2019-03-08,870.0,17.755102040816325,13.345615091739711,49.0,17.755102040816325,49.0,616.8571428571429,178.16666666666666,123.11363636363636,178.16666666666666,4.8830682881197385,-1.4722389744500948,-2.1116403680094376,3.908952701011197,60.060787909036364,0.0,2.5,1.3,3.5,10274.2802734375,10241.75,1780600.0,-0.6781600051519288,10126.051091974432,疲乏期,極高轉中,0.8,False,False,0.0,,🔥[60] [其他] 108年03月08日 三大法人買賣金額統計表<br>🔥[51] [標的] 2887 台新金<br>🔥[43] [新聞] 台企銀2月自結<br>🔥[43] [新聞] 鴻海六烏雲罩頂 台銘質押百萬張股票變現!<br>🔥[37] [新聞] 玉晶光2月營收 創101個月新低<br>🔥[32] [新聞] 【2885 元大金】108年2月份自結合併盈餘<br>🔥[31] [新聞] 全球10大有錢人城市 台北超級富豪逾1500<br>🔥[30] [新聞] 【2882 國泰金】108年2月份自結合併盈餘<br>🔥[30] [新聞] 【5880 合庫金】108年2月份自結合併盈餘<br>🔥[27] [新聞] 鴻海再起！去年基期夠低 今年機會來了！,🔥[43] [新聞] 台企銀2月自結<br>🔥[43] [新聞] 鴻海六烏雲罩頂 台銘質押百萬張股票變現!<br>🔥[37] [新聞] 玉晶光2月營收 創101個月新低<br>🔥[32] [新聞] 【2885 元大金】108年2月份自結合併盈餘<br>🔥[31] [新聞] 全球10大有錢人城市 台北超級富豪逾1500
2019-03-09,318.0,13.826086956521738,10.815192067024991,23.0,12.956521739130435,23.0,605.2857142857143,188.76666666666668,127.44444444444444,188.76666666666668,1.6846194596503619,-3.1984488284693766,-1.7262098540192818,3.8540961742048676,53.06670578664123,0.0,2.5,1.3,3.5,10274.2802734375,10241.75,1780600.0,0.0,10128.622178819445,警戒期,中,0.6,False,False,0.0,,🔥[44] [新聞] 存股達人報酬率暴漲88倍 身價全靠台積電!<br>🔥[34] [新聞] 美企憂中共竊密 要求台灣供應商撤出中國<br>🔥[27] [新聞] 台商回流投資374億 電子業最積極<br>🔥[24] [新聞] 陸製造業倒閉潮…四關卡難過<br>🔥[21] [標的] GIS-KY 當沖 星期一空單分享<br>🔥[19] [新聞] 貿易談判未敲定協議 「川習會」恐延期<br>🔥[18] [新聞] 六公股銀配息 上看560億<br>🔥[17] [新聞] 川普再發狂語：美股將大漲！ 但有這前提<br>🔥[15] [新聞] 中國:美國海軍原地不動 中國追上要幾十年<br>🔥[14] [標的] 5483中美晶 空,🔥[44] [新聞] 存股達人報酬率暴漲88倍 身價全靠台積電!<br>🔥[34] [新聞] 美企憂中共竊密 要求台灣供應商撤出中國<br>🔥[27] [新聞] 台商回流投資374億 電子業最積極<br>🔥[24] [新聞] 陸製造業倒閉潮…四關卡難過<br>🔥[19] [新聞] 貿易談判未敲定協議 「川習會」恐延期
2019-03-10,354.0,17.7,17.559223097548298,20.0,17.7,20.0,611.2857142857143,200.56666666666666,132.3695652173913,200.56666666666666,1.7649991690211069,0.08037970937074501,3.2788285378401216,3.794644722516436,53.20365472297929,0.0,2.5,1.3,3.5,10274.2802734375,10241.75,1780600.0,0.0,10131.081479279892,警戒期,中,0.6,False,False,0.0,,🔥[79] [標的] 大盤<br>🔥[39] [新聞] 羨慕！韓國大企業新人平均年薪120萬　比<br>🔥[28] [請益] 沒有填息成功 定存股有什麼用？！<br>🔥[27] [新聞] 不因軍購而中斷 國防部：研製下一代戰機<br>🔥[23] [新聞] 美經濟學家：中共GDP成長率可能只有一半<br>🔥[23] [標的] (空)華南金<br>🔥[21] [新聞] 大陸2月汽車銷量減18.5% 創7年最大跌幅<br>🔥[19] [新聞] 鴻海疑違反專利協議 微軟開告<br>🔥[15] [新聞] 川習會生變？北京急釋積極信號<br>🔥[13] [新聞] 台股難捉摸 跟著外資買「殖利率題材股」,🔥[39] [新聞] 羨慕！韓國大企業新人平均年薪120萬　比<br>🔥[27] [新聞] 不因軍購而中斷 國防部：研製下一代戰機<br>🔥[23] [新聞] 美經濟學家：中共GDP成長率可能只有一半<br>🔥[21] [新聞] 大陸2月汽車銷量減18.5% 創7年最大跌幅<br>🔥[19] [新聞] 鴻海疑違反專利協議 微軟開告
2019-03-11,736.0,20.444444444444443,25.294205371919183,36.0,20.444444444444443,36.0,639.1428571428571,225.1,145.2127659574468,225.1,3.269657929808974,1.504658760787867,1.424279051417122,3.71113957258802,55.6273847224203,0.0,2.5,1.3,3.5,10224.26953125,10250.2802734375,1774800.0,0.08328921754094942,10133.617623836437,疲乏期,高轉中,0.7,False,False,0.0,,🔥[100] [標的] 美國道瓊(*UDM9) (和局PASS)<br>🔥[89] [其他] 108年03月11日 三大法人買賣金額統計表<br>🔥[71] [新聞] 台新金去年EPS為1.09元，今年前2月獲利年<br>🔥[64] [請益] 退休大叔的0050/0056最終疑問<br>🔥[52] [標的] 鴻海(2317)套在一百以上的能靠股利回本嗎<br>🔥[38] [新聞] 抖音狂燒錢的代價：大虧12億美元換來全球<br>🔥[35] [新聞] 雪上加霜 華映宣布將裁員2500人<br>🔥[30] [新聞] 樂陞案許金龍喊沒錢 仍籌到2億交保<br>🔥[28] [新聞] 旺季+展店雙助攻，瓦城二月營收飆新高<br>🔥[26] [新聞] 彰銀案將宣判？台新金總座：要退要進我,🔥[71] [新聞] 台新金去年EPS為1.09元，今年前2月獲利年<br>🔥[38] [新聞] 抖音狂燒錢的代價：大虧12億美元換來全球<br>🔥[35] [新聞] 雪上加霜 華映宣布將裁員2500人<br>🔥[30] [新聞] 樂陞案許金龍喊沒錢 仍籌到2億交保<br>🔥[28] [新聞] 旺季+展店雙助攻，瓦城二月營收飆新高
